"congress","start_date","chamber","state_abbrev","party_code","bioname","bioguide_id","birthday","cmltv_cong","cmltv_chamber","age_days","age_years","generation"
118,"2023-01-03","House","CO",200,"BUCK, Kenneth Robert","B001297","1959-02-16",5,5,23332,63.8795345653662,"Boomers"
115,"2017-01-03","House","NE",200,"BACON, Donald J.","B001298","1963-08-16",1,1,19499,53.3853524982888,"Boomers"
116,"2019-01-03","House","NE",200,"BACON, Donald J.","B001298","1963-08-16",2,2,20229,55.3839835728953,"Boomers"
117,"2021-01-03","House","NE",200,"BACON, Donald J.","B001298","1963-08-16",3,3,20960,57.3853524982888,"Boomers"
118,"2023-01-03","House","NE",200,"BACON, Donald J.","B001298","1963-08-16",4,4,21690,59.3839835728953,"Boomers"
115,"2017-01-03","House","IN",200,"BANKS, James E.","B001299","1979-07-16",1,1,13686,37.4702258726899,"Gen X"
116,"2019-01-03","House","IN",200,"BANKS, James E.","B001299","1979-07-16",2,2,14416,39.4688569472964,"Gen X"
117,"2021-01-03","House","IN",200,"BANKS, James E.","B001299","1979-07-16",3,3,15147,41.4702258726899,"Gen X"
118,"2023-01-03","House","IN",200,"BANKS, James E.","B001299","1979-07-16",4,4,15877,43.4688569472964,"Gen X"
115,"2017-01-03","House","CA",100,"BARRAGÁN, Nanette Diaz","B001300","1976-09-15",1,1,14720,40.3011635865845,"Gen X"
116,"2019-01-03","House","CA",100,"BARRAGÁN, Nanette Diaz","B001300","1976-09-15",2,2,15450,42.299794661191,"Gen X"
117,"2021-01-03","House","CA",100,"BARRAGÁN, Nanette Diaz","B001300","1976-09-15",3,3,16181,44.3011635865845,"Gen X"
118,"2023-01-03","House","CA",100,"BARRAGÁN, Nanette Diaz","B001300","1976-09-15",4,4,16911,46.299794661191,"Gen X"
115,"2017-01-03","House","MI",200,"BERGMAN, John","B001301","1947-02-02",1,1,25538,69.9192334017796,"Boomers"
116,"2019-01-03","House","MI",200,"BERGMAN, John","B001301","1947-02-02",2,2,26268,71.917864476386,"Boomers"
117,"2021-01-03","House","MI",200,"BERGMAN, John","B001301","1947-02-02",3,3,26999,73.9192334017796,"Boomers"
118,"2023-01-03","House","MI",200,"BERGMAN, John","B001301","1947-02-02",4,4,27729,75.917864476386,"Boomers"
115,"2017-01-03","House","AZ",200,"BIGGS, Andrew S.","B001302","1958-11-07",1,1,21242,58.1574264202601,"Boomers"
116,"2019-01-03","House","AZ",200,"BIGGS, Andrew S.","B001302","1958-11-07",2,2,21972,60.1560574948665,"Boomers"
117,"2021-01-03","House","AZ",200,"BIGGS, Andrew S.","B001302","1958-11-07",3,3,22703,62.1574264202601,"Boomers"
118,"2023-01-03","House","AZ",200,"BIGGS, Andrew S.","B001302","1958-11-07",4,4,23433,64.1560574948665,"Boomers"
115,"2017-01-03","House","DE",100,"BLUNT ROCHESTER, Lisa","B001303","1962-02-10",1,1,20051,54.8966461327858,"Boomers"
116,"2019-01-03","House","DE",100,"BLUNT ROCHESTER, Lisa","B001303","1962-02-10",2,2,20781,56.8952772073922,"Boomers"
117,"2021-01-03","House","DE",100,"BLUNT ROCHESTER, Lisa","B001303","1962-02-10",3,3,21512,58.8966461327858,"Boomers"
118,"2023-01-03","House","DE",100,"BLUNT ROCHESTER, Lisa","B001303","1962-02-10",4,4,22242,60.8952772073922,"Boomers"
115,"2017-01-03","House","MD",100,"BROWN, Anthony Gregory","B001304","1961-11-21",1,1,20132,55.1184120465435,"Boomers"
116,"2019-01-03","House","MD",100,"BROWN, Anthony Gregory","B001304","1961-11-21",2,2,20862,57.1170431211499,"Boomers"
117,"2021-01-03","House","MD",100,"BROWN, Anthony Gregory","B001304","1961-11-21",3,3,21593,59.1184120465435,"Boomers"
115,"2017-01-03","House","NC",200,"BUDD, Theodore Paul","B001305","1971-10-21",1,1,16511,45.2046543463381,"Gen X"
116,"2019-01-03","House","NC",200,"BUDD, Theodore Paul","B001305","1971-10-21",2,2,17241,47.2032854209446,"Gen X"
117,"2021-01-03","House","NC",200,"BUDD, Theodore Paul","B001305","1971-10-21",3,3,17972,49.2046543463381,"Gen X"
118,"2023-01-03","Senate","NC",200,"BUDD, Theodore Paul","B001305","1971-10-21",4,1,18702,51.2032854209446,"Gen X"
115,"2017-01-03","House","OH",200,"BALDERSON, Troy","B001306","1962-01-16",1,1,20076,54.9650924024641,"Boomers"
116,"2019-01-03","House","OH",200,"BALDERSON, Troy","B001306","1962-01-16",2,2,20806,56.9637234770705,"Boomers"
117,"2021-01-03","House","OH",200,"BALDERSON, Troy","B001306","1962-01-16",3,3,21537,58.9650924024641,"Boomers"
118,"2023-01-03","House","OH",200,"BALDERSON, Troy","B001306","1962-01-16",4,4,22267,60.9637234770705,"Boomers"
116,"2019-01-03","House","IN",200,"BAIRD, James","B001307","1945-06-04",1,1,26876,73.5824777549624,"Silent"
117,"2021-01-03","House","IN",200,"BAIRD, James","B001307","1945-06-04",2,2,27607,75.5838466803559,"Silent"
118,"2023-01-03","House","IN",200,"BAIRD, James","B001307","1945-06-04",3,3,28337,77.5824777549624,"Silent"
116,"2019-01-03","House","NY",100,"BRINDISI, Anthony","B001308","1978-11-22",1,1,14652,40.1149897330595,"Gen X"
116,"2019-01-03","House","TN",200,"BURCHETT, Timothy","B001309","1964-08-25",1,1,19854,54.3572895277207,"Boomers"
117,"2021-01-03","House","TN",200,"BURCHETT, Timothy","B001309","1964-08-25",2,2,20585,56.3586584531143,"Boomers"
118,"2023-01-03","House","TN",200,"BURCHETT, Timothy","B001309","1964-08-25",3,3,21315,58.3572895277207,"Boomers"
116,"2019-01-03","Senate","IN",200,"BRAUN, Michael","B001310","1954-03-24",1,1,23661,64.7802874743327,"Boomers"
117,"2021-01-03","Senate","IN",200,"BRAUN, Michael","B001310","1954-03-24",2,2,24392,66.7816563997262,"Boomers"
118,"2023-01-03","Senate","IN",200,"BRAUN, Michael","B001310","1954-03-24",3,3,25122,68.7802874743327,"Boomers"
116,"2019-01-03","House","NC",200,"BISHOP, Dan","B001311","1964-07-01",1,1,19909,54.507871321013,"Boomers"
117,"2021-01-03","House","NC",200,"BISHOP, Dan","B001311","1964-07-01",2,2,20640,56.5092402464066,"Boomers"
118,"2023-01-03","House","NC",200,"BISHOP, Dan","B001311","1964-07-01",3,3,21370,58.507871321013,"Boomers"
117,"2021-01-03","House","GA",100,"BOURDEAUX, Carolyn","B001312","1970-06-03",1,1,18477,50.5872689938398,"Gen X"
117,"2021-01-03","House","OH",100,"BROWN, Shontel  M.","B001313","1975-06-24",1,1,16630,45.5304585900068,"Gen X"
118,"2023-01-03","House","OH",100,"BROWN, Shontel  M.","B001313","1975-06-24",2,2,17360,47.5290896646133,"Gen X"
118,"2023-01-03","House","FL",200,"BEAN, Aaron","B001314","1967-01-25",1,1,20432,55.9397672826831,"Gen X"
118,"2023-01-03","House","IL",100,"BUDZINSKI, Nikki","B001315","1977-03-11",1,1,16734,45.8151950718686,"Gen X"
118,"2023-01-03","House","MO",200,"BURLISON, Eric","B001316","1976-10-02",1,1,16894,46.2532511978097,"Gen X"
118,"2023-01-03","House","OK",200,"BRECHEEN, Josh","B001317","1979-06-19",1,1,15904,43.5427789185489,"Gen X"
118,"2023-01-03","House","VT",100,"BALINT, Becca","B001318","1968-05-04",1,1,19967,54.6666666666667,"Gen X"
118,"2023-01-03","Senate","AL",200,"BRITT, Katie Elizabeth","B001319","1982-02-02",1,1,14945,40.9171800136893,"Millennial"
108,"2003-01-03","House","CA",200,"CALVERT, Ken","C000059","1953-06-08",6,6,18106,49.5715263518138,"Boomers"
109,"2005-01-03","House","CA",200,"CALVERT, Ken","C000059","1953-06-08",7,7,18837,51.5728952772074,"Boomers"
110,"2007-01-03","House","CA",200,"CALVERT, Ken","C000059","1953-06-08",8,8,19567,53.5715263518138,"Boomers"
111,"2009-01-03","House","CA",200,"CALVERT, Ken","C000059","1953-06-08",9,9,20298,55.5728952772074,"Boomers"
112,"2011-01-03","House","CA",200,"CALVERT, Ken","C000059","1953-06-08",10,10,21028,57.5715263518138,"Boomers"
113,"2013-01-03","House","CA",200,"CALVERT, Ken","C000059","1953-06-08",11,11,21759,59.5728952772074,"Boomers"
114,"2015-01-03","House","CA",200,"CALVERT, Ken","C000059","1953-06-08",12,12,22489,61.5715263518138,"Boomers"
115,"2017-01-03","House","CA",200,"CALVERT, Ken","C000059","1953-06-08",13,13,23220,63.5728952772074,"Boomers"
116,"2019-01-03","House","CA",200,"CALVERT, Ken","C000059","1953-06-08",14,14,23950,65.5715263518138,"Boomers"
117,"2021-01-03","House","CA",200,"CALVERT, Ken","C000059","1953-06-08",15,15,24681,67.5728952772074,"Boomers"
118,"2023-01-03","House","CA",200,"CALVERT, Ken","C000059","1953-06-08",16,16,25411,69.5715263518138,"Boomers"
108,"2003-01-03","House","MI",200,"CAMP, David Lee","C000071","1953-07-09",7,7,18075,49.4866529774127,"Boomers"
109,"2005-01-03","House","MI",200,"CAMP, David Lee","C000071","1953-07-09",8,8,18806,51.4880219028063,"Boomers"
110,"2007-01-03","House","MI",200,"CAMP, David Lee","C000071","1953-07-09",9,9,19536,53.4866529774127,"Boomers"
111,"2009-01-03","House","MI",200,"CAMP, David Lee","C000071","1953-07-09",10,10,20267,55.4880219028063,"Boomers"
112,"2011-01-03","House","MI",200,"CAMP, David Lee","C000071","1953-07-09",11,11,20997,57.4866529774127,"Boomers"
113,"2013-01-03","House","MI",200,"CAMP, David Lee","C000071","1953-07-09",12,12,21728,59.4880219028063,"Boomers"
108,"2003-01-03","Senate","CO",200,"CAMPBELL, Ben Nighthorse","C000077","1933-04-13",9,6,25467,69.7248459958932,"Silent"
108,"2003-01-03","House","UT",200,"CANNON, Christopher B.","C000116","1950-10-20",4,4,19068,52.2053388090349,"Boomers"
109,"2005-01-03","House","UT",200,"CANNON, Christopher B.","C000116","1950-10-20",5,5,19799,54.2067077344285,"Boomers"
110,"2007-01-03","House","UT",200,"CANNON, Christopher B.","C000116","1950-10-20",6,6,20529,56.2053388090349,"Boomers"
108,"2003-01-03","Senate","WA",100,"CANTWELL, Maria E.","C000127","1958-10-13",3,2,16153,44.2245037645448,"Boomers"
109,"2005-01-03","Senate","WA",100,"CANTWELL, Maria E.","C000127","1958-10-13",4,3,16884,46.2258726899384,"Boomers"
110,"2007-01-03","Senate","WA",100,"CANTWELL, Maria E.","C000127","1958-10-13",5,4,17614,48.2245037645448,"Boomers"
111,"2009-01-03","Senate","WA",100,"CANTWELL, Maria E.","C000127","1958-10-13",6,5,18345,50.2258726899384,"Boomers"
112,"2011-01-03","Senate","WA",100,"CANTWELL, Maria E.","C000127","1958-10-13",7,6,19075,52.2245037645448,"Boomers"
113,"2013-01-03","Senate","WA",100,"CANTWELL, Maria E.","C000127","1958-10-13",8,7,19806,54.2258726899384,"Boomers"
114,"2015-01-03","Senate","WA",100,"CANTWELL, Maria E.","C000127","1958-10-13",9,8,20536,56.2245037645448,"Boomers"
115,"2017-01-03","Senate","WA",100,"CANTWELL, Maria E.","C000127","1958-10-13",10,9,21267,58.2258726899384,"Boomers"
116,"2019-01-03","Senate","WA",100,"CANTWELL, Maria E.","C000127","1958-10-13",11,10,21997,60.2245037645448,"Boomers"
117,"2021-01-03","Senate","WA",100,"CANTWELL, Maria E.","C000127","1958-10-13",12,11,22728,62.2258726899384,"Boomers"
118,"2023-01-03","Senate","WA",100,"CANTWELL, Maria E.","C000127","1958-10-13",13,12,23458,64.2245037645448,"Boomers"
108,"2003-01-03","House","MD",100,"CARDIN, Benjamin Louis","C000141","1943-10-05",9,9,21640,59.2470910335387,"Silent"
109,"2005-01-03","House","MD",100,"CARDIN, Benjamin Louis","C000141","1943-10-05",10,10,22371,61.2484599589322,"Silent"
110,"2007-01-03","Senate","MD",100,"CARDIN, Benjamin Louis","C000141","1943-10-05",11,1,23101,63.2470910335387,"Silent"
111,"2009-01-03","Senate","MD",100,"CARDIN, Benjamin Louis","C000141","1943-10-05",12,2,23832,65.2484599589322,"Silent"
112,"2011-01-03","Senate","MD",100,"CARDIN, Benjamin Louis","C000141","1943-10-05",13,3,24562,67.2470910335387,"Silent"
113,"2013-01-03","Senate","MD",100,"CARDIN, Benjamin Louis","C000141","1943-10-05",14,4,25293,69.2484599589322,"Silent"
114,"2015-01-03","Senate","MD",100,"CARDIN, Benjamin Louis","C000141","1943-10-05",15,5,26023,71.2470910335387,"Silent"
115,"2017-01-03","Senate","MD",100,"CARDIN, Benjamin Louis","C000141","1943-10-05",16,6,26754,73.2484599589322,"Silent"
116,"2019-01-03","Senate","MD",100,"CARDIN, Benjamin Louis","C000141","1943-10-05",17,7,27484,75.2470910335387,"Silent"
117,"2021-01-03","Senate","MD",100,"CARDIN, Benjamin Louis","C000141","1943-10-05",18,8,28215,77.2484599589322,"Silent"
118,"2023-01-03","Senate","MD",100,"CARDIN, Benjamin Louis","C000141","1943-10-05",19,9,28945,79.2470910335387,"Silent"
108,"2003-01-03","Senate","DE",100,"CARPER, Thomas Richard","C000174","1947-01-23",7,2,20434,55.9452429842574,"Boomers"
109,"2005-01-03","Senate","DE",100,"CARPER, Thomas Richard","C000174","1947-01-23",8,3,21165,57.9466119096509,"Boomers"
110,"2007-01-03","Senate","DE",100,"CARPER, Thomas Richard","C000174","1947-01-23",9,4,21895,59.9452429842574,"Boomers"
111,"2009-01-03","Senate","DE",100,"CARPER, Thomas Richard","C000174","1947-01-23",10,5,22626,61.9466119096509,"Boomers"
112,"2011-01-03","Senate","DE",100,"CARPER, Thomas Richard","C000174","1947-01-23",11,6,23356,63.9452429842574,"Boomers"
113,"2013-01-03","Senate","DE",100,"CARPER, Thomas Richard","C000174","1947-01-23",12,7,24087,65.9466119096509,"Boomers"
114,"2015-01-03","Senate","DE",100,"CARPER, Thomas Richard","C000174","1947-01-23",13,8,24817,67.9452429842574,"Boomers"
115,"2017-01-03","Senate","DE",100,"CARPER, Thomas Richard","C000174","1947-01-23",14,9,25548,69.9466119096509,"Boomers"
116,"2019-01-03","Senate","DE",100,"CARPER, Thomas Richard","C000174","1947-01-23",15,10,26278,71.9452429842574,"Boomers"
117,"2021-01-03","Senate","DE",100,"CARPER, Thomas Richard","C000174","1947-01-23",16,11,27009,73.9466119096509,"Boomers"
118,"2023-01-03","Senate","DE",100,"CARPER, Thomas Richard","C000174","1947-01-23",17,12,27739,75.9452429842574,"Boomers"
108,"2003-01-03","House","IN",100,"CARSON, Julia May","C000191","1938-07-08",4,4,23555,64.4900752908966,"Silent"
109,"2005-01-03","House","IN",100,"CARSON, Julia May","C000191","1938-07-08",5,5,24286,66.4914442162902,"Silent"
110,"2007-01-03","House","IN",100,"CARSON, Julia May","C000191","1938-07-08",6,6,25016,68.4900752908966,"Silent"
108,"2003-01-03","House","DE",200,"CASTLE, Michael Newbold","C000243","1939-07-02",6,6,23196,63.5071868583162,"Silent"
109,"2005-01-03","House","DE",200,"CASTLE, Michael Newbold","C000243","1939-07-02",7,7,23927,65.5085557837098,"Silent"
110,"2007-01-03","House","DE",200,"CASTLE, Michael Newbold","C000243","1939-07-02",8,8,24657,67.5071868583162,"Silent"
111,"2009-01-03","House","DE",200,"CASTLE, Michael Newbold","C000243","1939-07-02",9,9,25388,69.5085557837098,"Silent"
108,"2003-01-03","House","OH",200,"CHABOT, Steve","C000266","1953-01-22",5,5,18243,49.9466119096509,"Boomers"
109,"2005-01-03","House","OH",200,"CHABOT, Steve","C000266","1953-01-22",6,6,18974,51.9479808350445,"Boomers"
110,"2007-01-03","House","OH",200,"CHABOT, Steve","C000266","1953-01-22",7,7,19704,53.9466119096509,"Boomers"
112,"2011-01-03","House","OH",200,"CHABOT, Steve","C000266","1953-01-22",8,8,21165,57.9466119096509,"Boomers"
113,"2013-01-03","House","OH",200,"CHABOT, Steve","C000266","1953-01-22",9,9,21896,59.9479808350445,"Boomers"
114,"2015-01-03","House","OH",200,"CHABOT, Steve","C000266","1953-01-22",10,10,22626,61.9466119096509,"Boomers"
115,"2017-01-03","House","OH",200,"CHABOT, Steve","C000266","1953-01-22",11,11,23357,63.9479808350445,"Boomers"
116,"2019-01-03","House","OH",200,"CHABOT, Steve","C000266","1953-01-22",12,12,24087,65.9466119096509,"Boomers"
117,"2021-01-03","House","OH",200,"CHABOT, Steve","C000266","1953-01-22",13,13,24818,67.9479808350445,"Boomers"
108,"2003-01-03","Senate","GA",200,"CHAMBLISS, Saxby","C000286","1943-11-10",5,1,21604,59.1485284052019,"Silent"
109,"2005-01-03","Senate","GA",200,"CHAMBLISS, Saxby","C000286","1943-11-10",6,2,22335,61.1498973305955,"Silent"
110,"2007-01-03","Senate","GA",200,"CHAMBLISS, Saxby","C000286","1943-11-10",7,3,23065,63.1485284052019,"Silent"
111,"2009-01-03","Senate","GA",200,"CHAMBLISS, Saxby","C000286","1943-11-10",8,4,23796,65.1498973305955,"Silent"
112,"2011-01-03","Senate","GA",200,"CHAMBLISS, Saxby","C000286","1943-11-10",9,5,24526,67.1485284052019,"Silent"
113,"2013-01-03","Senate","GA",200,"CHAMBLISS, Saxby","C000286","1943-11-10",10,6,25257,69.1498973305955,"Silent"
108,"2003-01-03","House","SC",100,"CLYBURN, James Enos","C000537","1940-07-21",6,6,22811,62.4531143052704,"Silent"
109,"2005-01-03","House","SC",100,"CLYBURN, James Enos","C000537","1940-07-21",7,7,23542,64.4544832306639,"Silent"
110,"2007-01-03","House","SC",100,"CLYBURN, James Enos","C000537","1940-07-21",8,8,24272,66.4531143052704,"Silent"
111,"2009-01-03","House","SC",100,"CLYBURN, James Enos","C000537","1940-07-21",9,9,25003,68.4544832306639,"Silent"
112,"2011-01-03","House","SC",100,"CLYBURN, James Enos","C000537","1940-07-21",10,10,25733,70.4531143052704,"Silent"
113,"2013-01-03","House","SC",100,"CLYBURN, James Enos","C000537","1940-07-21",11,11,26464,72.4544832306639,"Silent"
114,"2015-01-03","House","SC",100,"CLYBURN, James Enos","C000537","1940-07-21",12,12,27194,74.4531143052704,"Silent"
115,"2017-01-03","House","SC",100,"CLYBURN, James Enos","C000537","1940-07-21",13,13,27925,76.4544832306639,"Silent"
116,"2019-01-03","House","SC",100,"CLYBURN, James Enos","C000537","1940-07-21",14,14,28655,78.4531143052704,"Silent"
117,"2021-01-03","House","SC",100,"CLYBURN, James Enos","C000537","1940-07-21",15,15,29386,80.4544832306639,"Silent"
118,"2023-01-03","House","SC",100,"CLYBURN, James Enos","C000537","1940-07-21",16,16,30116,82.4531143052704,"Silent"
112,"2011-01-03","Senate","IN",200,"COATS, Daniel Ray","C000542","1943-05-16",10,5,24704,67.6358658453114,"Silent"
113,"2013-01-03","Senate","IN",200,"COATS, Daniel Ray","C000542","1943-05-16",11,6,25435,69.637234770705,"Silent"
114,"2015-01-03","Senate","IN",200,"COATS, Daniel Ray","C000542","1943-05-16",12,7,26165,71.6358658453114,"Silent"
108,"2003-01-03","House","NC",200,"COBLE, Howard","C000556","1931-03-18",10,10,26224,71.7973990417522,"Silent"
109,"2005-01-03","House","NC",200,"COBLE, Howard","C000556","1931-03-18",11,11,26955,73.7987679671458,"Silent"
110,"2007-01-03","House","NC",200,"COBLE, Howard","C000556","1931-03-18",12,12,27685,75.7973990417522,"Silent"
111,"2009-01-03","House","NC",200,"COBLE, Howard","C000556","1931-03-18",13,13,28416,77.7987679671458,"Silent"
112,"2011-01-03","House","NC",200,"COBLE, Howard","C000556","1931-03-18",14,14,29146,79.7973990417522,"Silent"
113,"2013-01-03","House","NC",200,"COBLE, Howard","C000556","1931-03-18",15,15,29877,81.7987679671458,"Silent"
109,"2005-01-03","Senate","OK",200,"COBURN, Thomas Allen","C000560","1948-03-14",4,1,20749,56.807665982204,"Boomers"
110,"2007-01-03","Senate","OK",200,"COBURN, Thomas Allen","C000560","1948-03-14",5,2,21479,58.8062970568104,"Boomers"
111,"2009-01-03","Senate","OK",200,"COBURN, Thomas Allen","C000560","1948-03-14",6,3,22210,60.807665982204,"Boomers"
112,"2011-01-03","Senate","OK",200,"COBURN, Thomas Allen","C000560","1948-03-14",7,4,22940,62.8062970568104,"Boomers"
113,"2013-01-03","Senate","OK",200,"COBURN, Thomas Allen","C000560","1948-03-14",8,5,23671,64.807665982204,"Boomers"
108,"2003-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",16,13,23768,65.0732375085558,"Silent"
109,"2005-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",17,14,24499,67.0746064339494,"Silent"
110,"2007-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",18,15,25229,69.0732375085558,"Silent"
111,"2009-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",19,16,25960,71.0746064339494,"Silent"
112,"2011-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",20,17,26690,73.0732375085558,"Silent"
113,"2013-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",21,18,27421,75.0746064339494,"Silent"
114,"2015-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",22,19,28151,77.0732375085558,"Silent"
115,"2017-01-03","Senate","MS",200,"COCHRAN, William Thad","C000567","1937-12-07",23,20,28882,79.0746064339494,"Silent"
108,"2003-01-03","House","GA",200,"COLLINS, Michael Allen (Mac)","C000640","1944-10-15",6,6,21264,58.217659137577,"Silent"
108,"2003-01-03","House","TX",200,"COMBEST, Larry Ed","C000653","1945-03-20",10,10,21108,57.7905544147844,"Silent"
108,"2003-01-03","Senate","ND",100,"CONRAD, Kent","C000705","1948-03-12",9,9,20020,54.8117727583847,"Boomers"
109,"2005-01-03","Senate","ND",100,"CONRAD, Kent","C000705","1948-03-12",10,10,20751,56.8131416837782,"Boomers"
110,"2007-01-03","Senate","ND",100,"CONRAD, Kent","C000705","1948-03-12",11,11,21481,58.8117727583847,"Boomers"
111,"2009-01-03","Senate","ND",100,"CONRAD, Kent","C000705","1948-03-12",12,12,22212,60.8131416837782,"Boomers"
112,"2011-01-03","Senate","ND",100,"CONRAD, Kent","C000705","1948-03-12",13,13,22942,62.8117727583847,"Boomers"
108,"2003-01-03","House","MI",100,"CONYERS, John, Jr.","C000714","1929-05-16",20,20,26895,73.6344969199179,"Silent"
109,"2005-01-03","House","MI",100,"CONYERS, John, Jr.","C000714","1929-05-16",21,21,27626,75.6358658453114,"Silent"
110,"2007-01-03","House","MI",100,"CONYERS, John, Jr.","C000714","1929-05-16",22,22,28356,77.6344969199179,"Silent"
111,"2009-01-03","House","MI",100,"CONYERS, John, Jr.","C000714","1929-05-16",23,23,29087,79.6358658453114,"Silent"
112,"2011-01-03","House","MI",100,"CONYERS, John, Jr.","C000714","1929-05-16",24,24,29817,81.6344969199179,"Silent"
113,"2013-01-03","House","MI",100,"CONYERS, John, Jr.","C000714","1929-05-16",25,25,30548,83.6358658453114,"Silent"
114,"2015-01-03","House","MI",100,"CONYERS, John, Jr.","C000714","1929-05-16",26,26,31278,85.6344969199179,"Silent"
115,"2017-01-03","House","MI",100,"CONYERS, John, Jr.","C000714","1929-05-16",27,27,32009,87.6358658453114,"Silent"
108,"2003-01-03","House","TN",100,"COOPER, James Hayes Shofner","C000754","1954-06-19",7,7,17730,48.5420944558522,"Boomers"
109,"2005-01-03","House","TN",100,"COOPER, James Hayes Shofner","C000754","1954-06-19",8,8,18461,50.5434633812457,"Boomers"
110,"2007-01-03","House","TN",100,"COOPER, James Hayes Shofner","C000754","1954-06-19",9,9,19191,52.5420944558522,"Boomers"
111,"2009-01-03","House","TN",100,"COOPER, James Hayes Shofner","C000754","1954-06-19",10,10,19922,54.5434633812457,"Boomers"
112,"2011-01-03","House","TN",100,"COOPER, James Hayes Shofner","C000754","1954-06-19",11,11,20652,56.5420944558522,"Boomers"
113,"2013-01-03","House","TN",100,"COOPER, James Hayes Shofner","C000754","1954-06-19",12,12,21383,58.5434633812457,"Boomers"
114,"2015-01-03","House","TN",100,"COOPER, James Hayes Shofner","C000754","1954-06-19",13,13,22113,60.5420944558522,"Boomers"
115,"2017-01-03","House","TN",100,"COOPER, James Hayes Shofner","C000754","1954-06-19",14,14,22844,62.5434633812457,"Boomers"
116,"2019-01-03","House","TN",100,"COOPER, James Hayes Shofner","C000754","1954-06-19",15,15,23574,64.5420944558522,"Boomers"
117,"2021-01-03","House","TN",100,"COOPER, James Hayes Shofner","C000754","1954-06-19",16,16,24305,66.5434633812457,"Boomers"
108,"2003-01-03","House","IL",100,"COSTELLO, Jerry Francis","C000794","1949-09-25",9,9,19458,53.2731006160164,"Boomers"
109,"2005-01-03","House","IL",100,"COSTELLO, Jerry Francis","C000794","1949-09-25",10,10,20189,55.27446954141,"Boomers"
110,"2007-01-03","House","IL",100,"COSTELLO, Jerry Francis","C000794","1949-09-25",11,11,20919,57.2731006160164,"Boomers"
111,"2009-01-03","House","IL",100,"COSTELLO, Jerry Francis","C000794","1949-09-25",12,12,21650,59.27446954141,"Boomers"
112,"2011-01-03","House","IL",100,"COSTELLO, Jerry Francis","C000794","1949-09-25",13,13,22380,61.2731006160164,"Boomers"
108,"2003-01-03","House","CA",200,"COX, Charles Christopher","C000830","1952-10-16",8,8,18341,50.2149212867899,"Boomers"
109,"2005-01-03","House","CA",200,"COX, Charles Christopher","C000830","1952-10-16",9,9,19072,52.2162902121834,"Boomers"
108,"2003-01-03","Senate","ID",200,"CRAIG, Larry Edwin","C000858","1945-07-20",12,7,20986,57.4565366187543,"Silent"
109,"2005-01-03","Senate","ID",200,"CRAIG, Larry Edwin","C000858","1945-07-20",13,8,21717,59.4579055441478,"Silent"
110,"2007-01-03","Senate","ID",200,"CRAIG, Larry Edwin","C000858","1945-07-20",14,9,22447,61.4565366187543,"Silent"
108,"2003-01-03","House","AL",100,"CRAMER, Robert E. (Bud), Jr.","C000868","1947-08-22",7,7,20223,55.3675564681725,"Boomers"
109,"2005-01-03","House","AL",100,"CRAMER, Robert E. (Bud), Jr.","C000868","1947-08-22",8,8,20954,57.368925393566,"Boomers"
110,"2007-01-03","House","AL",100,"CRAMER, Robert E. (Bud), Jr.","C000868","1947-08-22",9,9,21684,59.3675564681725,"Boomers"
108,"2003-01-03","House","IL",200,"CRANE, Philip Miller","C000873","1930-11-03",18,18,26359,72.167008898015,"Silent"
108,"2003-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",6,3,18856,51.6249144421629,"Boomers"
109,"2005-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",7,4,19587,53.6262833675565,"Boomers"
110,"2007-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",8,5,20317,55.6249144421629,"Boomers"
111,"2009-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",9,6,21048,57.6262833675565,"Boomers"
112,"2011-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",10,7,21778,59.6249144421629,"Boomers"
113,"2013-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",11,8,22509,61.6262833675565,"Boomers"
114,"2015-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",12,9,23239,63.6249144421629,"Boomers"
115,"2017-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",13,10,23970,65.6262833675565,"Boomers"
116,"2019-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",14,11,24700,67.6249144421629,"Boomers"
117,"2021-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",15,12,25431,69.6262833675565,"Boomers"
118,"2023-01-03","Senate","ID",200,"CRAPO, Michael Dean","C000880","1951-05-20",16,13,26161,71.6249144421629,"Boomers"
108,"2003-01-03","House","WY",200,"CUBIN, Barbara L.","C000962","1946-11-30",5,5,20488,56.0930869267625,"Boomers"
