"district_name","district_code","school_name","school_code","school_type","teachers_included","enrollment_k12_2122","frpm_k12_2122","mean_exp_years"
"Corona-Norco Unified",67033,"Garretson Elementary",6031785,"Elementary Schools (Public)",47,"1,019","74.70%",16.7021276595745
"Corona-Norco Unified",67033,"George Washington Elementary",6031793,"Elementary Schools (Public)",39,"858","72.00%",17.8974358974359
"Corona-Norco Unified",67033,"Harada Elementary",105809,"Elementary Schools (Public)",51,"1,268","57.10%",15.0196078431373
"Corona-Norco Unified",67033,"Highland Elementary",6031801,"Elementary Schools (Public)",24,"537","51.20%",16.8333333333333
"Corona-Norco Unified",67033,"Home Gardens Academy",6031819,"Elementary Schools (Public)",42,"973","83.60%",13.0238095238095
"Corona-Norco Unified",67033,"Jefferson Elementary",6031827,"Elementary Schools (Public)",25,"568","94.20%",17.76
"Corona-Norco Unified",67033,"John Adams Elementary",6031736,"Elementary Schools (Public)",30,"632","86.40%",18.3333333333333
"Corona-Norco Unified",67033,"John F. Kennedy High",110759,"Alternative Schools of Choice",22,"615","53.70%",15.5909090909091
"Corona-Norco Unified",67033,"John Stallings Elementary",6084669,"Elementary Schools (Public)",20,"482","83.20%",22.85
"Corona-Norco Unified",67033,"Lee V. Pollard High",3330586,"Continuation High Schools",26,"491","87.60%",17.6538461538462
"Corona-Norco Unified",67033,"Letha Raney Intermediate",6059042,"Intermediate/Middle Schools (Public)",31,"681","86.30%",14.4838709677419
"Corona-Norco Unified",67033,"Lincoln Fundamental Elementary",6031835,"Elementary Schools (Public)",24,"678","65.90%",22.875
"Corona-Norco Unified",67033,"Louis VanderMolen Fundamental Elementary",119321,"Elementary Schools (Public)",35,"844","69.00%",16.0857142857143
"Corona-Norco Unified",67033,"Norco Elementary",6031843,"Elementary Schools (Public)",24,"561","56.90%",21.125
"Corona-Norco Unified",67033,"Norco High",3334232,"High Schools (Public)",82,"2,059","62.70%",17.2439024390244
"Corona-Norco Unified",67033,"Norco Intermediate",6061766,"Intermediate/Middle Schools (Public)",28,"718","59.90%",17.6428571428571
"Corona-Norco Unified",67033,"Orange Elementary",6120372,"Elementary Schools (Public)",25,"600","53.70%",23.72
"Corona-Norco Unified",67033,"Orange Grove High",110106,"Continuation High Schools",12,"180","79.40%",10.6666666666667
"Corona-Norco Unified",67033,"Parkridge Elementary",6031850,"Elementary Schools (Public)",29,"627","90.90%",17.6551724137931
"Corona-Norco Unified",67033,"Philistine Rondo School of Discovery",139782,"Elementary Schools (Public)",38,"1,102","40.80%",14.7368421052632
"Corona-Norco Unified",67033,"Prado View Elementary",6107676,"Elementary Schools (Public)",23,"538","56.10%",22.2173913043478
"Corona-Norco Unified",67033,"River Heights Intermediate",110635,"Intermediate/Middle Schools (Public)",46,"1,148","61.90%",15.7826086956522
"Corona-Norco Unified",67033,"Riverview Elementary",6031868,"Elementary Schools (Public)",15,"252","70.60%",18.8666666666667
"Corona-Norco Unified",67033,"Ronald Reagan Elementary",131607,"Elementary Schools (Public)",46,"1,107","45.90%",14.7391304347826
"Corona-Norco Unified",67033,"Rosa Parks Elementary",113654,"Elementary Schools (Public)",38,"992","57.20%",14.7105263157895
"Corona-Norco Unified",67033,"Santiago High",3330701,"High Schools (Public)",136,"3,421","49.60%",18.1764705882353
"Corona-Norco Unified",67033,"Sierra Vista Elementary",6031876,"Elementary Schools (Public)",16,"378","75.40%",17.625
"Corona-Norco Unified",67033,"Susan B. Anthony Elementary",6112957,"Elementary Schools (Public)",28,"767","44.20%",22.6785714285714
"Corona-Norco Unified",67033,"Temescal Valley Elementary",100982,"Elementary Schools (Public)",38,"867","53.30%",19.8421052631579
"Corona-Norco Unified",67033,"Vicentia Elementary",6031884,"Elementary Schools (Public)",27,"579","83.80%",20.5185185185185
"Corona-Norco Unified",67033,"Victress Bower School for Exceptional Students",6068753,"Special Education Schools (Public)",9,"58","48.30%",16.2222222222222
"Corona-Norco Unified",67033,"William McKinley Elementary",6110589,"Elementary Schools (Public)",23,"624","75.60%",21.3913043478261
"Corona-Norco Unified",67033,"Woodrow Wilson Elementary",6117998,"Elementary Schools (Public)",30,"740","55.00%",19.5333333333333
"Escondido Union High",68106,"Del Lago Academy - Campus of Applied Science",127241,"High Schools (Public)",38,"774","67.10%",5.73684210526316
"Escondido Union High",68106,"Escondido High",3732062,"High Schools (Public)",101,"2,099","79.80%",13.029702970297
"Escondido Union High",68106,"Orange Glen High",3735313,"High Schools (Public)",95,"1,925","87.90%",10.7684210526316
"Escondido Union High",68106,"San Pasqual High",3730058,"High Schools (Public)",100,"2,122","68.00%",12.39
"Escondido Union High",68106,"Valley High (Continuation)",3732054,"Continuation High Schools",17,"238","87.40%",13.9411764705882
"Folsom-Cordova Unified",67330,"Blanche Sprentz Elementary",6033146,"Elementary Schools (Public)",25,"362","22.10%",20.32
"Folsom-Cordova Unified",67330,"Carl H. Sundahl Elementary",6106892,"Elementary Schools (Public)",25,"324","13.60%",20.68
"Folsom-Cordova Unified",67330,"Cordova Gardens Elementary",6033153,"Elementary Schools (Public)",22,"262","72.90%",16.4090909090909
"Folsom-Cordova Unified",67330,"Cordova High",3431533,"High Schools (Public)",109,"1,973","52.40%",13.3669724770642
"Folsom-Cordova Unified",67330,"Cordova Meadows Elementary",6033179,"Elementary Schools (Public)",29,"350","85.40%",11.3793103448276
"Folsom-Cordova Unified",67330,"Cordova Villa Elementary",6033187,"Elementary Schools (Public)",32,"443","82.40%",12.90625
"Folsom-Cordova Unified",67330,"Empire Oaks Elementary",6118574,"Elementary Schools (Public)",26,"394","8.10%",15.7307692307692
"Folsom-Cordova Unified",67330,"Folsom Cordova K-8 Community Charter",106757,"Elementary Schools (Public)",14,"256","25.80%",17.5
"Folsom-Cordova Unified",67330,"Folsom High",3433216,"High Schools (Public)",117,"2,675","14.90%",15.1025641025641
"Folsom-Cordova Unified",67330,"Folsom Hills Elementary",6109755,"Elementary Schools (Public)",28,"489","5.90%",17.8571428571429
"Folsom-Cordova Unified",67330,"Folsom Lake High",3430709,"Continuation High Schools",12,"66","34.80%",13.75
"Folsom-Cordova Unified",67330,"Folsom Middle",6059182,"Intermediate/Middle Schools (Public)",57,"1,308","7.70%",14.7368421052632
"Folsom-Cordova Unified",67330,"Gold Ridge Elementary",6115638,"Elementary Schools (Public)",30,"508","14.80%",17.4
"Folsom-Cordova Unified",67330,"Innovations Academy",140699,"K-12 Schools (Public)",17,"294","33.30%",8.94117647058824
"Folsom-Cordova Unified",67330,"Kinney High (Continuation)",3434792,"Continuation High Schools",15,"74","73.00%",15.3333333333333
"Folsom-Cordova Unified",67330,"Mangini Ranch Elementary",140608,"Elementary Schools (Public)",20,"316","4.70%",13.3
"Folsom-Cordova Unified",67330,"Mather Heights Elementary",6033203,"Elementary Schools (Public)",26,"328","20.10%",17.4230769230769
"Folsom-Cordova Unified",67330,"Mills Middle",6059190,"Intermediate/Middle Schools (Public)",37,"745","73.00%",11.3243243243243
"Folsom-Cordova Unified",67330,"Natoma Station Elementary",6112916,"Elementary Schools (Public)",29,"471","16.60%",12.5862068965517
"Folsom-Cordova Unified",67330,"Navigator Elementary",111278,"Elementary Schools (Public)",26,"379","41.40%",15.5
"Folsom-Cordova Unified",67330,"Oak Chan Elementary",6107965,"Elementary Schools (Public)",29,"454","9.50%",15.8620689655172
"Folsom-Cordova Unified",67330,"Peter J. Shields Elementary",6033211,"Elementary Schools (Public)",21,"315","61.90%",19.952380952381
"Folsom-Cordova Unified",67330,"Prospect Community Day",3430667,"District Community Day Schools",10,"13","76.90%",14.5
"Folsom-Cordova Unified",67330,"Rancho Cordova Elementary",6033229,"Elementary Schools (Public)",31,"434","80.90%",13.8387096774194
"Folsom-Cordova Unified",67330,"Riverview STEM Elementary",129676,"Elementary Schools (Public)",21,"337","15.70%",15.6190476190476
"Folsom-Cordova Unified",67330,"Russell Ranch Elementary",113621,"Elementary Schools (Public)",37,"625","7.40%",17.4864864864865
"Folsom-Cordova Unified",67330,"Sandra J. Gallardo Elementary",100404,"Elementary Schools (Public)",25,"363","8.00%",17
"Folsom-Cordova Unified",67330,"Sutter Middle",6118012,"Intermediate/Middle Schools (Public)",68,"1,482","14.20%",17
"Folsom-Cordova Unified",67330,"Theodore Judah Elementary",6033252,"Elementary Schools (Public)",32,"593","27.00%",16.59375
"Folsom-Cordova Unified",67330,"Vista del Lago High",113571,"High Schools (Public)",82,"1,785","5.30%",13.7317073170732
"Folsom-Cordova Unified",67330,"W. E. Mitchell Middle",6059208,"Intermediate/Middle Schools (Public)",44,"803","46.90%",15
"Folsom-Cordova Unified",67330,"Walnutwood High (Independent Study)",3430501,"Alternative Schools of Choice",15,"185","29.20%",15.0666666666667
"Folsom-Cordova Unified",67330,"White Rock Elementary",6033278,"Elementary Schools (Public)",30,"415","86.30%",15.2666666666667
"Folsom-Cordova Unified",67330,"Williamson Elementary",6033286,"Elementary Schools (Public)",29,"473","81.60%",15.3793103448276
"Fresno Unified",62166,"Addams Elementary",6006068,"Elementary Schools (Public)",37,"743","96.80%",7.81081081081081
"Fresno Unified",62166,"Ahwahnee Middle",6061188,"Intermediate/Middle Schools (Public)",37,"656","86.60%",11.7837837837838
"Fresno Unified",62166,"Akira Yokomi Elementary",108118,"Elementary Schools (Public)",32,"671","86.40%",17.53125
"Fresno Unified",62166,"Ann B. Leavenworth",6111256,"Elementary Schools (Public)",40,"758","81.90%",15.275
"Fresno Unified",62166,"Ayer Elementary",6101091,"Elementary Schools (Public)",39,"676","87.30%",10.2564102564103
"Fresno Unified",62166,"Aynesworth Elementary",6006076,"Elementary Schools (Public)",26,"558","94.40%",13.8846153846154
"Fresno Unified",62166,"Baird Middle",6006084,"Intermediate/Middle Schools (Public)",26,"585","43.10%",16
"Fresno Unified",62166,"Birney Elementary",6006092,"Elementary Schools (Public)",38,"710","94.60%",12.7105263157895
"Fresno Unified",62166,"Bullard High",1030279,"High Schools (Public)",111,"2,524","60.00%",12.990990990991
"Fresno Unified",62166,"Bullard Talent",6006100,"Elementary Schools (Public)",33,"742","52.60%",14.2424242424242
"Fresno Unified",62166,"Burroughs Elementary",6006118,"Elementary Schools (Public)",37,"689","97.40%",18
"Fresno Unified",62166,"Calwa Elementary",6006126,"Elementary Schools (Public)",32,"560","96.80%",13.46875
"Fresno Unified",62166,"Cambridge Continuation High",1030584,"Continuation High Schools",21,"366","97.30%",14.0952380952381
"Fresno Unified",62166,"Centennial Elementary",6006142,"Elementary Schools (Public)",35,"673","93.50%",9.6
"Fresno Unified",62166,"Columbia Elementary",6006159,"Elementary Schools (Public)",29,"516","96.70%",12.5862068965517
"Fresno Unified",62166,"Cooper Middle",6057285,"Intermediate/Middle Schools (Public)",25,"538","86.80%",11.64
"Fresno Unified",62166,"David L. Greenberg Elementary",6117477,"Elementary Schools (Public)",31,"523","96.60%",13.8387096774194
"Fresno Unified",62166,"Deborah A. Williams Elementary",113811,"Elementary Schools (Public)",28,"586","98.80%",5.92857142857143
"Fresno Unified",62166,"Del Mar Elementary",6006183,"Elementary Schools (Public)",28,"478","95.40%",14.4642857142857
"Fresno Unified",62166,"Design Science Middle College High",108555,"Alternative Schools of Choice",9,"261","62.80%",13.3333333333333
"Fresno Unified",62166,"Dewolf Continuation High",1031632,"Continuation High Schools",8,"162","94.40%",14.5
"Fresno Unified",62166,"Easterby Elementary",6006191,"Elementary Schools (Public)",30,"625","91.00%",12.8
"Fresno Unified",62166,"Eaton Elementary",6068704,"Elementary Schools (Public)",23,"441","69.60%",14.3913043478261
"Fresno Unified",62166,"Edison Computech",6103840,"Intermediate/Middle Schools (Public)",31,"796","70.70%",11.0967741935484
"Fresno Unified",62166,"Edison High",1031897,"High Schools (Public)",103,"2,428","81.80%",13.0582524271845
"Fresno Unified",62166,"Edith B. Storey Elementary",6111249,"Elementary Schools (Public)",43,"840","83.00%",16.8372093023256
"Fresno Unified",62166,"Elizabeth Terronez Middle",6112882,"Intermediate/Middle Schools (Public)",30,"590","89.20%",11.6
"Fresno Unified",62166,"Ericson Elementary",6006217,"Elementary Schools (Public)",35,"683","95.60%",9.6
"Fresno Unified",62166,"Erma Duncan Polytechnical High",1030295,"High Schools (Public)",57,"1,191","89.90%",9.78947368421053
"Fresno Unified",62166,"Ewing Elementary",6006225,"Elementary Schools (Public)",42,"790","85.90%",10.6190476190476
"Fresno Unified",62166,"Ezekiel Balderas Elementary",6109961,"Elementary Schools (Public)",35,"593","91.20%",12.8857142857143
"Fresno Unified",62166,"Figarden Elementary",6006233,"Elementary Schools (Public)",28,"541","75.20%",11.25
"Fresno Unified",62166,"Florence E. Rata",1030717,"Special Education Schools (Public)",4,"20","85.00%",17.5
"Fresno Unified",62166,"Forkner Elementary",6101109,"Elementary Schools (Public)",25,"453","44.60%",17.76
"Fresno Unified",62166,"Fort Miller Middle",6057293,"Intermediate/Middle Schools (Public)",36,"673","95.70%",8.11111111111111
"Fresno Unified",62166,"Fremont Elementary",6006258,"Elementary Schools (Public)",23,"426","92.30%",12.4782608695652
"Fresno Unified",62166,"Fresno High",1032507,"High Schools (Public)",102,"2,079","88.70%",13.3627450980392
"Fresno Unified",62166,"Fulton",6112619,"Special Education Schools (Public)",4,"18","77.80%",13.5
"Fresno Unified",62166,"Gibson Elementary",6006266,"Elementary Schools (Public)",22,"428","56.80%",15.9090909090909
"Fresno Unified",62166,"Hamilton Elementary",6120125,"Elementary Schools (Public)",45,"743","85.30%",13.9555555555556
"Fresno Unified",62166,"Heaton Elementary",6006274,"Elementary Schools (Public)",28,"502","95.20%",7.60714285714286
"Fresno Unified",62166,"Herbert Hoover High",1032911,"High Schools (Public)",99,"1,971","82.10%",11.6868686868687
"Fresno Unified",62166,"Holland Elementary",6006282,"Elementary Schools (Public)",22,"423","91.50%",14.7727272727273
"Fresno Unified",62166,"Homan Elementary",6006290,"Elementary Schools (Public)",30,"551","93.50%",7
"Fresno Unified",62166,"Irwin O. Addicott Elementary",6116651,"Special Education Schools (Public)",10,"45","75.60%",12.9
"Fresno Unified",62166,"J. E. Young Academic Center",1030287,"Alternative Schools of Choice",37,"4,735","91.60%",15.4324324324324
"Fresno Unified",62166,"Jackson Elementary",6006308,"Elementary Schools (Public)",20,"345","93.60%",8.75
"Fresno Unified",62166,"Jefferson Elementary",6006316,"Elementary Schools (Public)",28,"448","96.00%",12.6785714285714
"Fresno Unified",62166,"King Elementary",6088546,"Elementary Schools (Public)",27,"582","96.40%",8.81481481481481
"Fresno Unified",62166,"Kings Canyon Middle",6057327,"Intermediate/Middle Schools (Public)",41,"852","95.80%",10.8048780487805
"Fresno Unified",62166,"Kirk Elementary",6006324,"Elementary Schools (Public)",22,"352","93.20%",10.1363636363636
"Fresno Unified",62166,"Kratt Elementary",6006332,"Elementary Schools (Public)",29,"529","78.60%",13
"Fresno Unified",62166,"Lane Elementary",6006357,"Elementary Schools (Public)",27,"528","95.80%",12.4814814814815
"Fresno Unified",62166,"Lawless Elementary",6102016,"Elementary Schools (Public)",29,"580","79.70%",11.4137931034483
"Fresno Unified",62166,"Lincoln Elementary",6006365,"Elementary Schools (Public)",27,"506","97.00%",10.7777777777778
"Fresno Unified",62166,"Lowell Elementary",6006373,"Elementary Schools (Public)",17,"322","96.90%",10.9411764705882
"Fresno Unified",62166,"Malloch Elementary",6006381,"Elementary Schools (Public)",22,"407","51.80%",15.1363636363636
"Fresno Unified",62166,"Manchester Gate",6103832,"Elementary Schools (Public)",24,"678","67.60%",17.375
"Fresno Unified",62166,"Mario G. Olmos Elementary",113829,"Elementary Schools (Public)",33,"611","98.40%",14.2727272727273
"Fresno Unified",62166,"Mayfair Elementary",6006407,"Elementary Schools (Public)",28,"559","97.30%",16.0714285714286
"Fresno Unified",62166,"McCardle Elementary",6085120,"Elementary Schools (Public)",21,"438","82.20%",12.4761904761905
"Fresno Unified",62166,"McLane High",1034214,"High Schools (Public)",90,"1,812","93.40%",9.78888888888889
"Fresno Unified",62166,"Miguel Hidalgo Elementary",6105746,"Elementary Schools (Public)",32,"557","97.80%",14.125
"Fresno Unified",62166,"Molly S. Bakman Elementary",108100,"Elementary Schools (Public)",33,"663","92.20%",12.7272727272727
"Fresno Unified",62166,"Morris E. Dailey Charter Elementary",121533,"Elementary Schools (Public)",12,"349","40.70%",0.0833333333333333
"Fresno Unified",62166,"Muir Elementary",6006415,"Elementary Schools (Public)",25,"448","92.40%",9.84
"Fresno Unified",62166,"Norseman Elementary",6006423,"Elementary Schools (Public)",33,"562","93.40%",12
"Fresno Unified",62166,"Phillip J Patino School of Entrepreneurship",132134,"High Schools (Public)",17,"262","79.80%",10.2941176470588
"Fresno Unified",62166,"Phoenix Elementary Academy Community Day",6120703,"District Community Day Schools",7,"10","90.00%",11.2857142857143
"Fresno Unified",62166,"Phoenix Secondary",120964,"District Community Day Schools",15,"29","96.60%",6.33333333333333
"Fresno Unified",62166,"Powers-Ginsburg Elementary",6006431,"Elementary Schools (Public)",25,"424","80.20%",12.32
"Fresno Unified",62166,"Pyle Elementary",6006449,"Elementary Schools (Public)",34,"701","92.30%",9.73529411764706
"Fresno Unified",62166,"Robinson Elementary",6006456,"Elementary Schools (Public)",26,"481","89.80%",15.9230769230769
"Fresno Unified",62166,"Roeding Elementary",6006464,"Elementary Schools (Public)",33,"598","90.50%",12
"Fresno Unified",62166,"Roosevelt High",1035831,"High Schools (Public)",102,"2,225","92.00%",11.8235294117647
"Fresno Unified",62166,"Rowell Elementary",6006472,"Elementary Schools (Public)",31,"604","93.90%",13.9354838709677
"Fresno Unified",62166,"Rutherford B. Gaston Sr. Middle",129338,"Intermediate/Middle Schools (Public)",45,"779","97.70%",7.68888888888889
"Fresno Unified",62166,"Scandinavian Middle",6006480,"Intermediate/Middle Schools (Public)",35,"751","95.50%",11
"Fresno Unified",62166,"Sequoia Middle",6057335,"Intermediate/Middle Schools (Public)",41,"827","97.10%",11.0731707317073
"Fresno Unified",62166,"Slater Elementary",6085138,"Elementary Schools (Public)",32,"629","91.10%",10.09375
"Fresno Unified",62166,"Starr Elementary",6088934,"Elementary Schools (Public)",18,"343","48.40%",20.3888888888889
"Fresno Unified",62166,"Sunnyside High",1030675,"High Schools (Public)",123,"2,915","91.80%",13.6341463414634
"Fresno Unified",62166,"Sunset Elementary",6088942,"Elementary Schools (Public)",22,"387","75.70%",13.6363636363636
"Fresno Unified",62166,"Susan B. Anthony Elementary",6111231,"Elementary Schools (Public)",28,"424","96.90%",15.5
"Fresno Unified",62166,"Tehipite Middle",6088538,"Intermediate/Middle Schools (Public)",22,"467","95.30%",8.13636363636364
"Fresno Unified",62166,"Tenaya Middle",6057343,"Intermediate/Middle Schools (Public)",38,"786","67.20%",14.8157894736842
"Fresno Unified",62166,"Thomas Elementary",6006514,"Elementary Schools (Public)",36,"727","87.60%",15.9444444444444
"Fresno Unified",62166,"Tioga Middle",6061196,"Intermediate/Middle Schools (Public)",30,"640","90.30%",10.2666666666667
"Fresno Unified",62166,"Turner Elementary",6006522,"Elementary Schools (Public)",28,"559","92.70%",11.7857142857143
"Fresno Unified",62166,"Vang Pao Elementary",119339,"Elementary Schools (Public)",34,"743","93.80%",13.1176470588235
"Fresno Unified",62166,"Viking Elementary",6006530,"Elementary Schools (Public)",33,"635","89.90%",14.3030303030303
"Fresno Unified",62166,"Vinland Elementary",6006548,"Elementary Schools (Public)",23,"467","89.90%",17.6086956521739
"Fresno Unified",62166,"Wawona K-8",136150,"Elementary Schools (Public)",29,"573","74.20%",6.10344827586207
"Fresno Unified",62166,"Webster Elementary",6006555,"Elementary Schools (Public)",17,"284","97.90%",12.4705882352941
"Fresno Unified",62166,"Wilson Elementary",6006563,"Elementary Schools (Public)",29,"614","95.00%",6.44827586206897
"Fresno Unified",62166,"Winchell Elementary",6006571,"Elementary Schools (Public)",34,"638","96.20%",13.7058823529412
"Fresno Unified",62166,"Wishon Elementary",6006589,"Elementary Schools (Public)",24,"459","94.60%",12.9166666666667
"Fresno Unified",62166,"Wolters Elementary",6006597,"Elementary Schools (Public)",21,"367","95.90%",15.4761904761905
"Fresno Unified",62166,"Yosemite Middle",6061204,"Intermediate/Middle Schools (Public)",29,"618","97.10%",6.82758620689655
"Garden Grove Unified",66522,"A. G. Cook Elementary",6028211,"Elementary Schools (Public)",15,"348","66.40%",18.6
"Garden Grove Unified",66522,"Agnes Ware Stanley Elementary",6028229,"Elementary Schools (Public)",13,"323","70.90%",19.5384615384615
"Garden Grove Unified",66522,"Alamitos Intermediate",6028237,"Intermediate/Middle Schools (Public)",25,"639","77.20%",20.4
"Garden Grove Unified",66522,"Bolsa Grande High",3030434,"High Schools (Public)",73,"1,731","77.60%",15.3013698630137
"Garden Grove Unified",66522,"Brookhurst Elementary",6028252,"Elementary Schools (Public)",18,"389","76.60%",20.2222222222222
"Garden Grove Unified",66522,"Bryant Elementary",6028260,"Elementary Schools (Public)",24,"561","85.00%",21.1666666666667
"Garden Grove Unified",66522,"C. C. Violette Elementary",6028278,"Elementary Schools (Public)",12,"280","82.90%",14.5
"Garden Grove Unified",66522,"Clinton Elementary",6028294,"Elementary Schools (Public)",20,"510","87.80%",13.8
"Garden Grove Unified",66522,"Donald S. Jordan Intermediate",6028302,"Intermediate/Middle Schools (Public)",25,"621","76.70%",14.12
"Garden Grove Unified",66522,"Dr. Walter C. Ralston Intermediate",6028534,"Intermediate/Middle Schools (Public)",22,"579","71.80%",17.8636363636364
"Garden Grove Unified",66522,"Dwight D. Eisenhower Elementary",6028310,"Elementary Schools (Public)",24,"511","88.50%",18.9166666666667
"Garden Grove Unified",66522,"Earl Warren Elementary",6028328,"Elementary Schools (Public)",23,"475","74.90%",16
"Garden Grove Unified",66522,"Edward Russell Elementary",6028336,"Elementary Schools (Public)",20,"445","93.30%",7.35
"Garden Grove Unified",66522,"Enders Elementary",6028500,"Elementary Schools (Public)",18,"388","34.00%",21.7777777777778
"Garden Grove Unified",66522,"Ernest O. Lawrence Elementary",6028344,"Elementary Schools (Public)",21,"458","81.20%",18.2857142857143
"Garden Grove Unified",66522,"Ethan B. Allen Elementary",6028369,"Elementary Schools (Public)",27,"620","39.80%",17.8148148148148
"Garden Grove Unified",66522,"Ethel M. Evans Elementary",6028377,"Elementary Schools (Public)",18,"422","70.60%",17.7222222222222
"Garden Grove Unified",66522,"Excelsior Elementary",6028385,"Elementary Schools (Public)",18,"404","80.90%",18.8888888888889
"Garden Grove Unified",66522,"Faylane Elementary",6028393,"Elementary Schools (Public)",18,"427","74.20%",20.8888888888889
"Garden Grove Unified",66522,"Garden Grove High",3032752,"High Schools (Public)",89,"2,265","67.90%",16.0674157303371
"Garden Grove Unified",66522,"Garden Park Elementary",6028401,"Elementary Schools (Public)",12,"239","36.80%",18.5
"Garden Grove Unified",66522,"Genevieve M. Crosby Elementary",6028419,"Elementary Schools (Public)",11,"328","68.00%",20.6363636363636
"Garden Grove Unified",66522,"Gilbert Elementary",6028435,"Elementary Schools (Public)",25,"474","72.80%",14.52
"Garden Grove Unified",66522,"Heritage Elementary",6028443,"Elementary Schools (Public)",18,"391","91.60%",16.9444444444444
"Garden Grove Unified",66522,"Hilton D. Bell Intermediate",6028450,"Intermediate/Middle Schools (Public)",24,"615","32.70%",18.0833333333333
"Garden Grove Unified",66522,"Izaak Walton Intermediate",6028468,"Intermediate/Middle Schools (Public)",22,"524","84.00%",16.1363636363636
"Garden Grove Unified",66522,"James Irvine Intermediate",6028476,"Intermediate/Middle Schools (Public)",27,"686","78.90%",17.2962962962963
"Garden Grove Unified",66522,"James Monroe Elementary",6028484,"Elementary Schools (Public)",24,"553","59.10%",10.9583333333333
"Garden Grove Unified",66522,"John Marshall Elementary",6028518,"Elementary Schools (Public)",17,"351","68.90%",16.7058823529412
"Garden Grove Unified",66522,"John Murdy Elementary",6028526,"Elementary Schools (Public)",28,"583","72.70%",17.6428571428571
"Garden Grove Unified",66522,"Jordan Secondary Learning Center",6104129,"Special Education Schools (Public)",10,"103","64.10%",12.8
"Garden Grove Unified",66522,"La Quinta High",3033578,"High Schools (Public)",85,"2,122","68.10%",16.4470588235294
"Garden Grove Unified",66522,"Leo Carrillo Elementary",6028542,"Elementary Schools (Public)",20,"492","87.40%",21.7
"Garden Grove Unified",66522,"Leroy L. Doig Intermediate",6028559,"Intermediate/Middle Schools (Public)",23,"587","87.70%",14.6521739130435
"Garden Grove Unified",66522,"Linton T. Simmons Elementary",6028575,"Elementary Schools (Public)",13,"291","90.70%",18.3846153846154
"Garden Grove Unified",66522,"Los Amigos High",3033933,"High Schools (Public)",73,"1,670","87.40%",11.8082191780822
"Garden Grove Unified",66522,"Louis G. Zeyen Elementary",6028583,"Elementary Schools (Public)",11,"238","73.10%",17.1818181818182
"Garden Grove Unified",66522,"Louis Lake Intermediate",6028625,"Intermediate/Middle Schools (Public)",18,"510","73.50%",16.2777777777778
"Garden Grove Unified",66522,"Loyal Barker Elementary",6028609,"Elementary Schools (Public)",22,"452","22.10%",15.2272727272727
"Garden Grove Unified",66522,"Mamie L. Northcutt Elementary",6085294,"Elementary Schools (Public)",18,"394","68.00%",19.9444444444444
"Garden Grove Unified",66522,"Marie L. Hare High",3030103,"Continuation High Schools",15,"223","82.50%",14.8
"Garden Grove Unified",66522,"Mark Twain Special Center",6028633,"Special Education Schools (Public)",7,"68","72.10%",19.1428571428571
"Garden Grove Unified",66522,"Merton E. Hill Elementary",6028641,"Elementary Schools (Public)",14,"292","75.00%",16.3571428571429
"Garden Grove Unified",66522,"Mitchell Elementary",6028658,"Elementary Schools (Public)",18,"388","78.60%",18.9444444444444
"Garden Grove Unified",66522,"Morningside Elementary",6028666,"Elementary Schools (Public)",16,"381","73.00%",21.25
"Garden Grove Unified",66522,"Newhope Elementary",6028674,"Elementary Schools (Public)",17,"349","81.10%",20.5294117647059
"Garden Grove Unified",66522,"Ocia A. Peters Elementary",6028682,"Elementary Schools (Public)",41,"940","77.90%",18.3414634146341
"Garden Grove Unified",66522,"Pacifica High",3035581,"High Schools (Public)",71,"1,648","42.90%",16.5070422535211
"Garden Grove Unified",66522,"Parkview Elementary",6028690,"Elementary Schools (Public)",21,"431","64.70%",18.2857142857143
"Garden Grove Unified",66522,"Patton Elementary",6028427,"Elementary Schools (Public)",38,"846","27.70%",17.8421052631579
"Garden Grove Unified",66522,"Post Elementary",6028708,"Elementary Schools (Public)",15,"372","70.20%",18.9333333333333
"Garden Grove Unified",66522,"R. F. Hazard Elementary",6028716,"Elementary Schools (Public)",17,"378","86.50%",21.2352941176471
"Garden Grove Unified",66522,"Rancho Alamitos High",3035706,"High Schools (Public)",73,"1,680","77.10%",17.5068493150685
"Garden Grove Unified",66522,"Riverdale Elementary",6028724,"Elementary Schools (Public)",24,"499","78.80%",18.1666666666667
"Garden Grove Unified",66522,"Rosita Elementary",6028732,"Elementary Schools (Public)",16,"378","83.60%",17.75
"Garden Grove Unified",66522,"Santiago High",3036555,"High Schools (Public)",82,"1,989","85.40%",14.2073170731707
"Garden Grove Unified",66522,"Sarah McGarvin Intermediate",6028740,"Intermediate/Middle Schools (Public)",26,"721","68.00%",18.1923076923077
"Garden Grove Unified",66522,"Stanford Elementary",6028765,"Elementary Schools (Public)",23,"511","69.10%",16.4782608695652
"Garden Grove Unified",66522,"Stephen R. Fitz Intermediate",6028773,"Intermediate/Middle Schools (Public)",23,"533","88.20%",13.5652173913043
"Garden Grove Unified",66522,"Sunnyside Elementary",6028781,"Elementary Schools (Public)",23,"531","73.30%",17.695652173913
"Garden Grove Unified",66522,"Susan B. Anthony Elementary",6028799,"Elementary Schools (Public)",16,"342","70.80%",16.4375
"Garden Grove Unified",66522,"Thomas Paine Elementary",6028807,"Elementary Schools (Public)",21,"424","67.50%",20
"Garden Grove Unified",66522,"Wakeham Elementary",6028815,"Elementary Schools (Public)",12,"261","78.50%",15.5
